genea1	chr	chrom	DE	a1expmean	a2expmean	dNa1	dNa1se	dSa1	dSa1se	dndsa1	genea2	dNa2	dNa2se	dSa2	dSa2se	dndsa2	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC06g06934	aAutosome	aAutosome	NON	6.73137	6.74195	0.00003	0	0.02743	0.00651	0.00109369	MvSl-1064-A2-R4_MC06-1g07197	0.00003	0	0.02743	0.00652	0.00109369	0	0	0
MvSl-1064-A1-R4_MC06g06935	aAutosome	aAutosome	NON	6.3485	6.38753	0.00271	0.00186	0.01327	0.00665	0.204219	MvSl-1064-A2-R4_MC06-1g07198	0.00271	0.00171	0.01327	0.00639	0.204219	0	0	0
MvSl-1064-A1-R4_MC06g06936	aAutosome	aAutosome	NON	7.70383	7.48608	0.00228	0.00228	0.00002	0	113.433	MvSl-1064-A2-R4_MC06-1g07199	0.00228	0.00228	0.00002	0.00013	113.433	0	0	0
MvSl-1064-A1-R4_MC06g06937	aAutosome	aAutosome	NON	7.26123	6.97807	0	0	0.00002	0	0	MvSl-1064-A2-R4_MC06-1g07200	0	0.00563	0.00001	0.01256	0	0	0.00001	0
MvSl-1064-A1-R4_MC06g06938	aAutosome	aAutosome	NON	5.85354	5.69501	0	0.00164	0.00001	0.01402	0	MvSl-1064-A2-R4_MC06-1g07201	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06939	aAutosome	aAutosome	NON	2.9883	3.25834	0.00236	0.00237	0.00721	0.00726	0.327319	MvSl-1064-A2-R4_MC06-1g07202	0.00236	0.00236	0.00721	0.00723	0.327319	0	0	0
MvSl-1064-A1-R4_MC06g06940	aAutosome	aAutosome	NON	2.49136	3.3116	0	0.00331	0.00001	0.01114	0	MvSl-1064-A2-R4_MC06-1g07203	0	0.00039	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06941	aAutosome	aAutosome	NON	0.522379	0.401277	0.01168	0.01698	0.02134	0.05844	0.547326	MvSl-1064-A2-R4_MC06-1g07204	0.01168	0.00752	0.02134	0.01727	0.547326	0	0	0
MvSl-1064-A1-R4_MC06g06943	aAutosome	aAutosome	Down	5.47918	6.27515	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07206	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06944	aAutosome	aAutosome	Up	2.63426	0.743215	0.00115	0.00116	0.00315	0.00319	0.365068	MvSl-1064-A2-R4_MC06-1g07207	0.00115	0.00112	0.00315	0.00308	0.365068	0	0	0
MvSl-1064-A1-R4_MC06g06945	aAutosome	aAutosome	Up	10.7558	7.79975	0	0	0.00336	0	0	MvSl-1064-A2-R4_MC06-1g07208	0	0	0.00336	0.00338	0	0	0	0
MvSl-1064-A1-R4_MC06g06946	aAutosome	aAutosome	Up	7.74852	5.14291	0	0.00006	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07209	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06949	aAutosome	aAutosome	NON	6.40964	6.48083	0.00317	0.00318	0.00003	0.00054	105.316	MvSl-1064-A2-R4_MC06-1g07212	0.00317	0.00317	0.00003	0.00024	105.316	0	0	0
MvSl-1064-A1-R4_MC06g06950	aAutosome	aAutosome	NON	6.37364	6.47843	0.00001	0	0.00517	0	0.0019342	MvSl-1064-A2-R4_MC06-1g07213	0.00001	0	0.00517	0	0.0019342	0	0	0
MvSl-1064-A1-R4_MC06g06951	aAutosome	aAutosome	NON	7.6289	7.53737	0.0008	0.0008	0.00278	0.00281	0.287759	MvSl-1064-A2-R4_MC06-1g07214	0.0008	0.00079	0.00278	0.00278	0.287759	0	0	0
MvSl-1064-A1-R4_MC06g06952	aAutosome	aAutosome	NON	5.92655	5.98768	0.00255	0.00255	0.03724	0.02203	0.0684746	MvSl-1064-A2-R4_MC06-1g07215	0.00255	0.00257	0.03724	0.02217	0.0684746	0	0	0
MvSl-1064-A1-R4_MC06g06953	aAutosome	aAutosome	NON	5.00861	5.1183	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07216	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06954	aAutosome	aAutosome	NON	6.61048	6.82538	0	0.00001	0.00335	0.00338	0	MvSl-1064-A2-R4_MC06-1g07217	0	0	0.00335	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06956	aAutosome	aAutosome	NON	1.78887	1.92924	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07219	0	0.00532	0.00001	0.01201	0	0	0	0
MvSl-1064-A1-R4_MC06g06957	aAutosome	aAutosome	NON	5.69508	5.52989	0.00104	0.00104	0.00001	0.00002	102.97	MvSl-1064-A2-R4_MC06-1g07220	0.00104	0.00104	0.00001	0.00003	102.97	0	0	0
MvSl-1064-A1-R4_MC06g06959	aAutosome	aAutosome	NON	6.92659	6.78937	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07222	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06960	aAutosome	aAutosome	NON	5.20218	5.22857	0.00756	0.00254	0.04243	0.01251	0.178175	MvSl-1064-A2-R4_MC06-1g07223	0.00756	0.00238	0.04243	0.01224	0.178175	0	0	0
MvSl-1064-A1-R4_MC06g06962	aAutosome	aAutosome	NON	4.93064	5.08304	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07225	0	0.00002	0.00002	0.00503	0	0	-0.00001	0
MvSl-1064-A1-R4_MC06g06963	aAutosome	aAutosome	NON	7.18833	7.13999	0	0	0.00407	0	0	MvSl-1064-A2-R4_MC06-1g07226	0	0	0.00407	0.00057	0	0	0	0
MvSl-1064-A1-R4_MC06g06964	aAutosome	aAutosome	NON	6.50719	6.60689	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07227	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06965	aAutosome	aAutosome	NON	3.61742	3.69795	1.19153	0.43003	1.4125	0.71534	0.843561	MvSl-1064-A2-R4_MC06-1g07228	1.19153	0.42808	1.4125	0.72756	0.843561	0	0	0
MvSl-1064-A1-R4_MC06g06966	aAutosome	aAutosome	NON	6.27675	6.1527	0.00399	0.00401	0.00653	0.00658	0.611017	MvSl-1064-A2-R4_MC06-1g07229	0.00399	0.00399	0.00653	0.00654	0.611017	0	0	0
MvSl-1064-A1-R4_MC06g06968	aAutosome	aAutosome	NON	7.12218	6.79859	0.66882	0.11356	22.00877	24.19019	0.0303888	MvSl-1064-A2-R4_MC06-1g07231	0.66881	0.11391	22.00754	24.19872	0.03039	1E-05	0.00123	-1.2E-06
MvSl-1064-A1-R4_MC06g06969	aAutosome	aAutosome	NON	6.4074	6.32935	0.00209	0	0.00002	0	103.98	MvSl-1064-A2-R4_MC06-1g07232	0.00209	0.00209	0.00002	0	103.98	0	0	0
MvSl-1064-A1-R4_MC06g06970	aAutosome	aAutosome	NON	5.90518	6.25165	0	0	0.0049	0.00068	0	MvSl-1064-A2-R4_MC06-1g07233	0	0	0.0049	0.00033	0	0	0	0
MvSl-1064-A1-R4_MC06g06973	aAutosome	aAutosome	NON	7.00347	6.98782	0.00199	0.00199	0.00381	0.00383	0.522296	MvSl-1064-A2-R4_MC06-1g07236	0.00199	0.00199	0.00381	0.00382	0.522296	0	0	0
MvSl-1064-A1-R4_MC06g06974	aAutosome	aAutosome	NON	6.31317	6.31224	0	0.00836	0.00001	0.01869	0	MvSl-1064-A2-R4_MC06-1g07237	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06975	aAutosome	aAutosome	NON	6.07187	6.25576	0.00168	0.00168	0.00002	0	83.5821	MvSl-1064-A2-R4_MC06-1g07238	0.00168	0.00168	0.00002	0	83.5821	0	0	0
MvSl-1064-A1-R4_MC06g06977	aAutosome	aAutosome	NON	5.43579	5.64494	0.00001	0	0.00526	0	0.0019011	MvSl-1064-A2-R4_MC06-1g07240	0.00001	0	0.00526	0.00125	0.0019011	0	0	0
MvSl-1064-A1-R4_MC06g06978	aAutosome	aAutosome	NON	6.08259	6.24212	0.00071	0.00071	0.00209	0.00211	0.339697	MvSl-1064-A2-R4_MC06-1g07241	0.00071	0.00071	0.00209	0.00209	0.339697	0	0	0
MvSl-1064-A1-R4_MC06g06979	aAutosome	aAutosome	NON	7.42331	7.49057	0.05539	0.01302	0.0904	0.02918	0.612721	MvSl-1064-A2-R4_MC06-1g07242	0.05539	0.01253	0.0904	0.02712	0.612721	0	0	0
MvSl-1064-A1-R4_MC06g06980	aAutosome	aAutosome	NON	6.98545	6.95521	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07243	0	0.00003	0.00001	0.0103	0	0	0	0
MvSl-1064-A1-R4_MC06g06981	aAutosome	aAutosome	NON	5.10032	4.85901	0	0	0.00364	0	0	MvSl-1064-A2-R4_MC06-1g07244	0	0	0.00364	0.00025	0	0	0	0
MvSl-1064-A1-R4_MC06g06982	aAutosome	aAutosome	NON	5.35812	5.2113	0.00001	0	0.01212	0	0.000825076	MvSl-1064-A2-R4_MC06-1g07245	0.00001	0	0.01187	0	0.000842453	0	0.00025	-0.000017377
MvSl-1064-A1-R4_MC06g06984	aAutosome	aAutosome	NON	6.09124	6.16312	0.69891	0.07918	3.02153	1.95263	0.23131	MvSl-1064-A2-R4_MC06-1g07247	0.69891	0.07919	3.02153	1.95899	0.23131	0	0	0
MvSl-1064-A1-R4_MC06g06986	aAutosome	aAutosome	NON	6.09703	6.12775	0.16129	0.02799	0.45713	0.10009	0.352832	MvSl-1064-A2-R4_MC06-1g07249	0.16129	0.028	0.45713	0.10014	0.352832	0	0	0
MvSl-1064-A1-R4_MC06g06989	aAutosome	aAutosome	NON	1.89111	1.82619	0.00704	0.005	0.00007	0	100.428	MvSl-1064-A2-R4_MC06-1g07252	0.00704	0.00503	0.00007	0.0012	100.428	0	0	0
MvSl-1064-A1-R4_MC06g06993	aAutosome	aAutosome	NON	7.31998	7.13664	0.00514	0.00365	0.00005	0.00006	102.595	MvSl-1064-A2-R4_MC06-1g07256	0.00514	0.00365	0.00005	0.00006	102.595	0	0	0
MvSl-1064-A1-R4_MC06g06994	aAutosome	aAutosome	NON	1.90142	1.56642	0	0	0	0	0	MvSl-1064-A2-R4_MC06-1g07257	0	0.00015	0.00001	0.03443	0	0	-0.00001	0
MvSl-1064-A1-R4_MC06g06995	aAutosome	aAutosome	NON	5.67948	5.82561	0.00885	0.00511	0.00684	0.00681	1.29384	MvSl-1064-A2-R4_MC06-1g07258	0.00885	0.0051	0.00684	0.00677	1.29384	0	0	0
MvSl-1064-A1-R4_MC06g06998	aAutosome	aAutosome	NON	1.52292	0.408618	0.00709	0.00409	0.0087	0.00867	0.814933	MvSl-1064-A2-R4_MC06-1g07261	0.00709	0.0041	0.0087	0.00869	0.814933	0	0	0
MvSl-1064-A1-R4_MC06g06999	aAutosome	aAutosome	NON	8.54129	8.68336	0.0005	0.0005	0.00657	0.00294	0.0761023	MvSl-1064-A2-R4_MC06-1g07262	0.0005	0.00049	0.00657	0.00293	0.0761023	0	0	0
MvSl-1064-A1-R4_MC06g07000	aAutosome	aAutosome	NON	6.06473	6.08005	0.00132	0.00132	0.00001	0.00004	130.693	MvSl-1064-A2-R4_MC06-1g07263	0.00132	0.00132	0.00001	0.00006	130.693	0	0	0
MvSl-1064-A1-R4_MC06g07002	aAutosome	aAutosome	NON	6.35907	6.58036	0.00536	0.00161	0.00664	0.00199	0.807217	MvSl-1064-A2-R4_MC06-1g07265	0.00536	0.00161	0.00664	0.00199	0.807217	0	0	0
MvSl-1064-A1-R4_MC06g07003	aAutosome	aAutosome	NON	6.00246	6.04066	0.02116	0.0096	0.07386	0.03151	0.286488	MvSl-1064-A2-R4_MC06-1g07266	0.02116	0.00958	0.07386	0.03148	0.286488	0	0	0
MvSl-1064-A1-R4_MC06g07004	aAutosome	aAutosome	NON	8.43918	8.33441	0	0	0.00215	0.00025	0	MvSl-1064-A2-R4_MC06-1g07267	0	0	0.00215	0.00033	0	0	0	0
MvSl-1064-A1-R4_MC06g07005	aAutosome	aAutosome	NON	4.0001	4.20851	0.00246	0.00247	0.00527	0.0053	0.466784	MvSl-1064-A2-R4_MC06-1g07268	0.00246	0.00245	0.00527	0.00527	0.466784	0	0	0
MvSl-1064-A1-R4_MC06g07010	aAutosome	aAutosome	NON	7.72275	7.49532	0.00218	0.00218	0.00002	0.00002	108.458	MvSl-1064-A2-R4_MC06-1g07273	0.00218	0.00218	0.00002	0.00002	108.458	0	0	0
MvSl-1064-A1-R4_MC06g07012	aAutosome	aAutosome	NON	6.52471	6.61941	0.00149	0.00148	0.00292	0.0029	0.510256	MvSl-1064-A2-R4_MC06-1g07275	0.00149	0.00147	0.00292	0.00288	0.510256	0	0	0
MvSl-1064-A1-R4_MC06g07014	aAutosome	aAutosome	NON	8.26304	7.87832	0.00135	0.00135	0.00001	0.00003	133.663	MvSl-1064-A2-R4_MC06-1g07277	0.00135	0.00135	0.00001	0	133.663	0	0	0
MvSl-1064-A1-R4_MC06g07015	aAutosome	aAutosome	NON	7.57207	7.33816	0.02674	0.01099	0.01003	0.00241	2.66598	MvSl-1064-A2-R4_MC06-1g07278	0.02674	0.01106	0.01003	0.00458	2.66598	0	0	0
MvSl-1064-A1-R4_MC06g07016	aAutosome	aAutosome	NON	6.60586	6.59169	0.00091	0.00091	0.00001	0	90.099	MvSl-1064-A2-R4_MC06-1g07279	0.00091	0.00091	0.00001	0	90.099	0	0	0
MvSl-1064-A1-R4_MC06g07017	aAutosome	aAutosome	NON	6.67267	6.59993	0.00003	0	0.02816	0.00685	0.00106534	MvSl-1064-A2-R4_MC06-1g07280	0.00003	0	0.02816	0.00681	0.00106534	0	0	0
MvSl-1064-A1-R4_MC06g07018	aAutosome	aAutosome	NON	3.66452	4.09747	0.00222	0.00223	0.00002	0.00008	110.448	MvSl-1064-A2-R4_MC06-1g07281	0.00196	0.00196	0.00002	0.00011	97.5124	0.00026	0	12.9356
MvSl-1064-A1-R4_MC06g07019	aAutosome	aAutosome	NON	2.6201	3.14671	0.00322	0.00323	0.00003	0.00017	106.977	MvSl-1064-A2-R4_MC06-1g07282	0.00322	0.00323	0.00003	0.00003	106.977	0	0	0
MvSl-1064-A1-R4_MC06g07023	aAutosome	aAutosome	NON	2.02022	1.99568	0.00067	0.00066	0.00173	0.00174	0.387261	MvSl-1064-A2-R4_MC06-1g07286	0.00067	0.00066	0.00173	0.00171	0.387261	0	0	0
MvSl-1064-A1-R4_MC06g07025	aAutosome	aAutosome	NON	7.8826	7.76385	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07288	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07026	aAutosome	aAutosome	NON	7.56283	7.57369	0.00413	0.00292	0.00317	0.00316	1.3028	MvSl-1064-A2-R4_MC06-1g07289	0.00282	0.00201	0.00219	0.00221	1.28761	0.00131	0.00098	0.01519
MvSl-1064-A1-R4_MC06g07027	aAutosome	aAutosome	NON	6.49408	6.40682	0.00001	0	0.00652	0.001	0.00153372	MvSl-1064-A2-R4_MC06-1g07290	0.00001	0	0.00652	0.0012	0.00153372	0	0	0
MvSl-1064-A1-R4_MC06g07028	aAutosome	aAutosome	NON	5.91897	5.84315	0	0	0	0	0	MvSl-1064-A2-R4_MC06-1g07291	0	0	0.00001	0	0	0	-0.00001	0
MvSl-1064-A1-R4_MC06g07029	aAutosome	aAutosome	NON	2.90071	2.96692	0.00333	0.00378	0.01278	0.01458	0.260561	MvSl-1064-A2-R4_MC06-1g07292	0.00333	0.00278	0.01278	0.01068	0.260561	0	0	0
MvSl-1064-A1-R4_MC06g07030	aAutosome	aAutosome	NON	5.80045	5.88103	0.49584	0.07103	1.4747	0.46888	0.336231	MvSl-1064-A2-R4_MC06-1g07293	0.49584	0.07105	1.4747	0.46886	0.336231	0	0	0
MvSl-1064-A1-R4_MC06g07031	aAutosome	aAutosome	NON	7.40464	7.51014	0.0009	0.0009	0.00001	0.00006	89.1089	MvSl-1064-A2-R4_MC06-1g07294	0.0009	0	0.00001	0	89.1089	0	0	0
MvSl-1064-A1-R4_MC06g07037	aAutosome	aAutosome	NON	5.38526	5.63773	0.00135	0.00095	0.00388	0.00223	0.347929	MvSl-1064-A2-R4_MC06-2g07302	0.00135	0.00094	0.00388	0.00223	0.347929	0	0	0
MvSl-1064-A1-R4_MC06g07038	aAutosome	aAutosome	NON	7.50026	7.28383	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07303	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07041	aAutosome	aAutosome	NON	5.13821	5.15747	0.00988	0.00572	0.0001	0.00006	98.7013	MvSl-1064-A2-R4_MC06-2g07306	0.00988	0.00572	0.0001	0.00006	98.7013	0	0	0
MvSl-1064-A1-R4_MC06g07042	aAutosome	aAutosome	NON	4.46385	4.08908	0.00294	0.00294	0.00003	0	97.6744	MvSl-1064-A2-R4_MC06-2g07307	0	0.01344	0.00001	0.02821	0	0.00294	0.00002	97.6744
MvSl-1064-A1-R4_MC06g07043	aAutosome	aAutosome	NON	7.0633	6.95235	0.00001	0	0.00519	0	0.00192675	MvSl-1064-A2-R4_MC06-2g07308	0.00001	0	0.0052	0	0.00192304	0	-1E-05	3.71E-06
MvSl-1064-A1-R4_MC06g07044	aAutosome	aAutosome	NON	7.34234	7.09295	0	0.00944	0.00001	0.0209	0	MvSl-1064-A2-R4_MC06-2g07309	0	0	0	0	0	0	0.00001	0
MvSl-1064-A1-R4_MC06g07046	aAutosome	aAutosome	NON	6.83016	6.59941	0.00292	0.00169	0.00003	0.00002	97.01	MvSl-1064-A2-R4_MC06-2g07311	0.00292	0.00169	0.00003	0.00018	97.01	0	0	0
MvSl-1064-A1-R4_MC06g07049	aAutosome	aAutosome	NON	5.64709	5.66993	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-2g07314	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07055	aAutosome	aAutosome	NON	5.30048	5.03236	0	0.00002	0.00001	0	0	MvSl-1064-A2-R4_MC06-2g07320	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07057	aAutosome	aAutosome	NON	8.63999	8.77472	0.00097	0.00098	0.00467	0.00472	0.207704	MvSl-1064-A2-R4_MC06-2g07322	0.00097	0.00098	0.00467	0.00473	0.207704	0	0	0
MvSl-1064-A1-R4_MC06g07060	aAutosome	aAutosome	NON	8.25631	8.03951	0.0023	0.00165	0.00785	0.00563	0.29299	MvSl-1064-A2-R4_MC06-2g07325	0.0023	0.00165	0.00785	0.00564	0.29299	0	0	0
MvSl-1064-A1-R4_MC06g07111	aAutosome	aAutosome	NON	-0.15212	0.571696	0.01653	0.00312	0.03348	0.00702	0.493726	MvSl-1064-A2-R4_MC06-2g07376	0.01653	0.00309	0.03348	0.00696	0.493726	0	0	0
MvSl-1064-A1-R4_MC06g07112	aAutosome	aAutosome	NON	3.71935	4.00405	0.00645	0.00195	0.02481	0.0061	0.259975	MvSl-1064-A2-R4_MC06-2g07377	0.00645	0.00196	0.02481	0.0061	0.259975	0	0	0
MvSl-1064-A1-R4_MC06g07113	aAutosome	aAutosome	NON	5.77982	5.69937	0.00344	0.00243	0.00003	0	114.286	MvSl-1064-A2-R4_MC06-2g07378	0.00344	0.00242	0.00003	0	114.286	0	0	0
MvSl-1064-A1-R4_MC06g07116	aAutosome	aAutosome	NON	1.0479	1.30496	0	0.00022	0.00002	0.00956	0	MvSl-1064-A2-R4_MC06-2g07381	0	0.02434	0.00001	0.05179	0	0	0.00001	0
MvSl-1064-A1-R4_MC06g07118	aAutosome	aAutosome	NON	6.90622	6.75879	0.00349	0.00175	0.00004	0.00006	87.0324	MvSl-1064-A2-R4_MC06-2g07383	0.00349	0.00175	0.00004	0.00007	87.0324	0	0	0
MvSl-1064-A1-R4_MC06g07119	aAutosome	aAutosome	NON	5.97023	6.25863	0	0	0.00248	0.00247	0	MvSl-1064-A2-R4_MC06-2g07384	0	0	0.00248	0.00053	0	0	0	0
MvSl-1064-A1-R4_MC06g07120	aAutosome	aAutosome	NON	6.45018	6.34525	0.00315	0.00182	0.00003	0.00007	104.651	MvSl-1064-A2-R4_MC06-2g07385	0.00315	0.00182	0.00003	0.00011	104.651	0	0	0
MvSl-1064-A1-R4_MC06g07121	aAutosome	aAutosome	NON	4.75325	4.59202	0.00092	0.00093	0.00374	0.00265	0.245983	MvSl-1064-A2-R4_MC06-2g07386	0.00092	0.00093	0.00374	0.00265	0.245983	0	0	0
MvSl-1064-A1-R4_MC06g07122	aAutosome	aAutosome	NON	7.82997	7.57702	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-2g07387	0	0.00001	0.00002	0.00135	0	0	-0.00001	0
MvSl-1064-A1-R4_MC06g07126	aAutosome	aAutosome	NON	1.83747	1.93045	0.00094	0.00095	0.00282	0.00285	0.333322	MvSl-1064-A2-R4_MC06-2g07391	0.00094	0.00094	0.00282	0.00283	0.333322	0	0	0
MvSl-1064-A1-R4_MC06g07128	aAutosome	aAutosome	NON	3.23348	3.49639	0.01189	0.00844	0.04691	0.03359	0.253464	MvSl-1064-A2-R4_MC06-2g07393	0.01189	0.00844	0.04691	0.03357	0.253464	0	0	0
MvSl-1064-A1-R4_MC06g07130	aAutosome	aAutosome	NON	6.51585	6.48436	0.00165	0.00115	0.00164	0.00159	1.00604	MvSl-1064-A2-R4_MC06-2g07395	0.00165	0.00117	0.00164	0.00164	1.00604	0	0	0
MvSl-1064-A1-R4_MC06g07131	aAutosome	aAutosome	NON	4.79716	4.7432	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07396	0	0.01593	0.00001	0.04238	0	0	-0.00001	0
MvSl-1064-A1-R4_MC06g07132	aAutosome	aAutosome	NON	7.40123	7.5783	0.72271	0.11092	5.06773	2.817	0.14261	MvSl-1064-A2-R4_MC06-2g07397	0.72271	0.11092	5.06773	2.81782	0.14261	0	0	0
MvSl-1064-A1-R4_MC06g07133	aAutosome	aAutosome	NON	4.12727	4.19037	0.0026	0.00117	0.00971	0.00437	0.267762	MvSl-1064-A2-R4_MC06-2g07398	0.0026	0.0012	0.00971	0.0044	0.267762	0	0	0
MvSl-1064-A1-R4_MC06g07136	aAutosome	aAutosome	Up	7.65861	6.23688	0.00001	0	0.00744	0	0.00134407	MvSl-1064-A2-R4_MC06-2g07401	0.00001	0	0.00737	0	0.00135683	0	7E-05	-1.276E-05
MvSl-1064-A1-R4_MC06g07137	aAutosome	aAutosome	Up	9.89991	4.94912	0.0047	0.00332	0.00611	0.00608	0.769218	MvSl-1064-A2-R4_MC06-2g07402	0.0047	0.00333	0.00611	0.00613	0.769218	0	0	0
MvSl-1064-A1-R4_MC06g07138	aAutosome	aAutosome	Down	6.62125	11.0829	0.0034	0.00341	0.01853	0.01319	0.183485	MvSl-1064-A2-R4_MC06-2g07403	0.0034	0.00341	0.01853	0.01319	0.183485	0	0	0
MvSl-1064-A1-R4_MC06g07144	aAutosome	aAutosome	NON	5.77035	5.82715	0	0.00006	0.00002	0.00496	0	MvSl-1064-A2-R4_MC06-2g07409	0	0	0.00001	0	0	0	0.00001	0
MvSl-1064-A1-R4_MC06g07145	aAutosome	aAutosome	NON	6.85862	6.74554	0.00124	0.00125	0.00253	0.00254	0.490099	MvSl-1064-A2-R4_MC06-2g07410	0.00124	0.00124	0.00253	0.00252	0.490099	0	0	0
MvSl-1064-A1-R4_MC06g07147	aAutosome	aAutosome	NON	6.01776	6.09866	0	0	0.00481	0	0	MvSl-1064-A2-R4_MC06-2g07412	0	0	0.00477	0	0	0	4E-05	0
MvSl-1064-A1-R4_MC06g07149	aAutosome	aAutosome	NON	6.03799	6.04385	0.00144	0.00144	0.00001	0.00012	142.574	MvSl-1064-A2-R4_MC06-2g07414	0.00144	0.00144	0.00001	0.00006	142.574	0	0	0
MvSl-1064-A1-R4_MC06g07152	aAutosome	aAutosome	NON	6.45098	6.68014	0.00791	0.00198	0.01003	0.00335	0.788626	MvSl-1064-A2-R4_MC06-2g07417	0.00791	0.00199	0.01003	0.00336	0.788626	0	0	0
MvSl-1064-A1-R4_MC06g07155	aAutosome	aAutosome	NON	6.77846	6.64292	0.00901	0.00347	0.00637	0.00365	1.41442	MvSl-1064-A2-R4_MC06-2g07420	0.00901	0.00347	0.00637	0.00358	1.41442	0	0	0
MvSl-1064-A1-R4_MC06g07156	aAutosome	aAutosome	NON	7.94858	7.93623	0.00001	0	0.01109	0	0.000901705	MvSl-1064-A2-R4_MC06-2g07421	0.00001	0	0.01108	0	0.000902519	0	1E-05	-8.14E-07
MvSl-1064-A1-R4_MC06g07157	aAutosome	aAutosome	NON	5.22688	5.11696	0.27092	0.04684	0.77448	0.20691	0.349809	MvSl-1064-A2-R4_MC06-2g07422	0	0.00005	0.00001	0.0152	0	0.27092	0.77447	0.349809
MvSl-1064-A1-R4_MC06g07158	aAutosome	aAutosome	NON	6.79243	6.92954	0	0.00002	0.00228	0.00233	0	MvSl-1064-A2-R4_MC06-2g07423	0	0	0.00228	0.00229	0	0	0	0
MvSl-1064-A1-R4_MC06g07159	aAutosome	aAutosome	NON	2.3727	2.33013	0.00574	0.00408	0.0001	0.0001	57.3427	MvSl-1064-A2-R4_MC06-2g07424	0.00574	0.00407	0.00006	0.00004	95.5075	0	0.00004	-38.1648
MvSl-1064-A1-R4_MC06g07160	aAutosome	aAutosome	NON	3.05819	2.84091	0.0024	0.00126	0.01069	0.00561	0.224507	MvSl-1064-A2-R4_MC06-2g07425	0.0024	0.00125	0.01069	0.00556	0.224507	0	0	0
MvSl-1064-A1-R4_MC06g07161	aAutosome	aAutosome	NON	1.05498	1.26022	0.81213	0.10724	24.88913	39.80651	0.0326299	MvSl-1064-A2-R4_MC06-2g07426	0.81213	0.10711	24.88123	42.37804	0.0326403	0	0.0079	-1.04E-05
MvSl-1064-A1-R4_MC06g07162	aAutosome	aAutosome	NON	5.59755	5.68586	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-2g07427	0	0	0.00002	0.00178	0	0	-0.00001	0
MvSl-1064-A1-R4_MC06g07168	aAutosome	aAutosome	NON	5.13844	5.12866	0.0019	0.0019	0.00398	0.00398	0.477375	MvSl-1064-A2-R4_MC06-2g07433	0.00182	0.00182	0.00382	0.00384	0.476427	0.00008	0.00016	0.000948
MvSl-1064-A1-R4_MC06g07169	aAutosome	aAutosome	NON	5.57205	5.27524	0.00679	0.00304	0.00724	0.00326	0.937832	MvSl-1064-A2-R4_MC06-2g07434	0.00679	0.00306	0.00724	0.00327	0.937832	0	0	0
MvSl-1064-A1-R4_MC06g07170	aAutosome	aAutosome	NON	3.69035	3.31665	0	0	0.00257	0	0	MvSl-1064-A2-R4_MC06-2g07435	0	0	0.00259	0	0	0	-2E-05	0
MvSl-1064-A1-R4_MC06g07171	aAutosome	aAutosome	NON	5.97113	5.96429	0.00664	0.00333	0.00778	0.00554	0.853459	MvSl-1064-A2-R4_MC06-2g07436	0.00664	0.00333	0.00778	0.00553	0.853459	0	0	0
MvSl-1064-A1-R4_MC06g07172	aAutosome	aAutosome	NON	4.90819	4.85631	0.00159	0	0.00918	0.00371	0.173201	MvSl-1064-A2-R4_MC06-2g07437	0.00001	0	0.00598	0	0.00167221	0.00158	0.0032	0.17152879
MvSl-1064-A1-R4_MC06g07173	aAutosome	aAutosome	NON	6.88208	7.20048	0.00237	0.00118	0.00884	0.00335	0.268097	MvSl-1064-A2-R4_MC06-2g07438	0.0023	0.00115	0.00863	0.00327	0.266509	7E-05	0.00021	0.001588
