gid	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	A2genes	GC0A1	GC0A2	Godiff
MvSl-1064-A1-R4_MC10-2g10033	aAutosome	aAutosome	6	76	456	0	0	0	0.082204616	0.999958419	5.97106391	6.149921945	6.014980836	5.946681742	NON	NON	6.06049	5.98083	MvSl-1064-A2-R4_MC10g10297	57.05	57.05	0
MvSl-1064-A1-R4_MC11g10388	aAutosome	aAutosome	4	126.5	506	0	0	0	0.082206716	0.999958419	4.18206442	4.715726002	4.632408429	4.102904434	NON	NON	4.4489	4.36766	MvSl-1064-A2-R4_MC11g10650	59.1	59.1	0
MvSl-1064-A1-R4_MC03g05091	aAutosome	aAutosome	4	113.25	453	0	-0.25	-1	0.082314206	0.999958419	7.548385439	7.573770827	7.436791618	7.519744019	NON	NON	7.56108	7.47827	MvSl-1064-A2-R4_MC03g05368	56.26	56.26	0
MvSl-1064-A1-R4_MC01-1g01819	aAutosome	aAutosome	8	76.375	611	1	-1.625	65	0.082457178	0.999958419	6.776055065	6.82029318	6.668857849	6.76158694	NON	NON	6.79817	6.71522	MvSl-1064-A2-R4_MC01g02100	56.01	55.88	0.13
MvSl-1064-A1-R4_MC09-2g09311	aAutosome	aAutosome	7	86.8571	608	0	0	0	0.082512322	0.999958419	7.024665132	6.750886868	6.735909142	6.883816976	NON	NON	6.88778	6.80986	MvSl-1064-A2-R4_MC09g09585	56.13	56.13	0
MvSl-1064-A1-R4_MC08g08655	aAutosome	aAutosome	5	94.6	473	0	0	0	0.082524662	0.999958419	8.288494591	8.355779209	8.330466449	8.143547769	NON	NON	8.32214	8.23701	MvSl-1064-A2-R4_MC08-1g08920	56.81	56.81	0
MvSl-1064-A1-R4_MC13g11653	aAutosome	aAutosome	5	122.6	613	0	0	0	0.082574356	0.999958419	7.536432747	8.267577086	8.177988852	7.46558816	NON	NON	7.902	7.82179	MvSl-1064-A2-R4_MC13g11914	51.95	51.95	0
MvSl-1064-A1-R4_MC03g05067	aAutosome	aAutosome	4	69.25	277	0	0	0	0.082587203	0.999958419	5.030846491	5.149810778	5.123034179	4.88571832	NON	NON	5.09033	5.00438	MvSl-1064-A2-R4_MC03g05344	57.79	57.79	0
MvSl-1064-A1-R4_MC11g10622	aAutosome	aAutosome	6	71.6667	430	0	0	0	0.082590227	0.999958419	7.396602723	7.429848883	7.284118179	7.37598289	NON	NON	7.41323	7.33005	MvSl-1064-A2-R4_MC11g10886	60.31	60.31	0
MvSl-1064-A1-R4_MC13g11508	aAutosome	aAutosome	2	79.5	159	0	0	0	0.082616132	0.999958419	5.329157987	5.209299619	5.207476073	5.168262145	NON	NON	5.26923	5.18787	MvSl-1064-A2-R4_MC13g11769	58.74	58.74	0
MvSl-1064-A1-R4_MC08g08661	aAutosome	aAutosome	6	111.833	671	0	0	0	0.082751266	0.999958419	6.699019421	6.669232312	6.667562289	6.532307874	NON	NON	6.68413	6.59994	MvSl-1064-A2-R4_MC08-1g08926	56.66	56.66	0
MvSl-1064-A1-R4_MC01-1g02290	aAutosome	aAutosome	3	91.3333	274	0	0	0	0.082786654	0.999958419	1.935710576	1.696519526	1.679344092	1.7983069	NON	NON	1.81612	1.73883	MvSl-1064-A2-R4_MC01g02572	56.53	56.53	0
MvSl-1064-A1-R4_MC06g07113	aAutosome	aAutosome	1	0	0	0	0	0	0.082790464	0.999958419	5.870901011	5.688746164	5.657245288	5.741485692	NON	NON	5.77982	5.69937	MvSl-1064-A2-R4_MC06-2g07378	57.62	57.62	0
MvSl-1064-A1-R4_MC03g04980	aAutosome	aAutosome	5	91.8	459	0	0	0	0.082830588	0.999958419	8.682377313	8.387207345	8.388433642	8.527241846	NON	NON	8.53479	8.45784	MvSl-1064-A2-R4_MC03g05257	61.05	61.05	0
MvSl-1064-A1-R4_MC02g03622	aAutosome	aAutosome	3	102.667	308	0	0	0	0.082842885	0.999958419	7.130997177	7.260780272	7.140690666	7.087986403	NON	NON	7.19589	7.11434	MvSl-1064-A2-R4_MC02g03900	57.89	57.89	0
MvSl-1064-A1-R4_MC03g04359	aAutosome	aAutosome	1	0	0	0	0	0	0.082844176	0.999958419	6.470306546	6.589641829	6.461723184	6.4351168	NON	NON	6.52997	6.44842	MvSl-1064-A2-R4_MC03g04637	54.84	54.84	0
MvSl-1064-A1-R4_MC06g07506	aAutosome	aAutosome	6	91.1667	547	0	0	0	0.082963687	0.999958419	6.433443613	6.890905116	6.737144783	6.442713402	NON	NON	6.66217	6.58993	MvSl-1064-A2-R4_MC06-2g07771	55.82	55.82	0
MvSl-1064-A1-R4_MC01-1g02163	aAutosome	aAutosome	5	105.6	528	0	0	0	0.082994648	0.999958419	5.513697415	5.739725397	5.697156864	5.382478866	NON	NON	5.62671	5.53982	MvSl-1064-A2-R4_MC01g02444	58.7	58.7	0
MvSl-1064-A1-R4_MC07g07923	aAutosome	aAutosome	8	81	648	0	0	0	0.0831581	0.999958419	7.412023874	7.050288304	7.078196361	7.236102226	NON	NON	7.23116	7.15715	MvSl-1064-A2-R4_MC07g08188	54.08	54.08	0
MvSl-1064-A1-R4_MC10-2g09884	aAutosome	aAutosome	1	42	42	0	0	0	0.083187265	0.999958419	5.518733986	5.652253323	5.609466804	5.390356985	NON	NON	5.58549	5.49991	MvSl-1064-A2-R4_MC10g10148	58.71	58.71	0
MvSl-1064-A1-R4_MC08g08677	aAutosome	aAutosome	5	150.4	752	0	0	0	0.083200734	0.999958419	5.712879806	5.911366344	5.811839027	5.648633842	NON	NON	5.81212	5.73024	MvSl-1064-A2-R4_MC08-1g08942	58.42	58.42	0
MvSl-1064-A1-R4_MC09-2g09483	aAutosome	aAutosome	2	88	176	0	0	0	0.083230556	0.999958419	6.791396853	6.707439338	6.755553507	6.572333881	NON	NON	6.74942	6.66394	MvSl-1064-A2-R4_MC09g09757	56.42	56.42	0
MvSl-1064-A1-R4_MC03g04287	aAutosome	aAutosome	3	101	303	0	0	0	0.083495789	0.999958419	5.280566844	5.393910552	5.293980259	5.215145866	NON	NON	5.33724	5.25456	MvSl-1064-A2-R4_MC03g04565	56.53	56.53	0
MvSl-1064-A1-R4_MC01-1g01730	aAutosome	aAutosome	3	92.6667	278	0	0	0	0.083528857	0.999958419	4.799350293	4.790165947	4.671711554	4.750250187	NON	NON	4.79476	4.71098	MvSl-1064-A2-R4_MC01g02011	56.52	56.52	0
MvSl-1064-A1-R4_MC03g04856	aAutosome	aAutosome	2	97	194	0	0	0	0.083585284	0.999958419	7.841556713	7.66414852	7.620753562	7.721512015	NON	NON	7.75285	7.67113	MvSl-1064-A2-R4_MC03g05134	58.41	58.41	0
MvSl-1064-A1-R4_MC03g04292	aAutosome	aAutosome	8	65.125	521	0	0	0	0.083633477	0.999958419	5.148160745	4.743746155	4.766736145	4.978530018	NON	NON	4.94595	4.87263	MvSl-1064-A2-R4_MC03g04570	57.98	57.98	0
MvSl-1064-A1-R4_MC07g08182	aAutosome	aAutosome	2	121.5	243	0	0	0	0.083647727	0.999958419	3.107503004	3.910972838	3.687488732	3.242229634	NON	NON	3.50924	3.46486	MvSl-1064-A2-R4_MC07g08447	56.15	56.15	0
MvSl-1064-A1-R4_MC11g10302	aAutosome	aAutosome	1	50	50	0	0	0	0.083697947	0.999958419	3.475347835	2.920302923	2.949285948	3.310250125	NON	NON	3.19783	3.12977	MvSl-1064-A2-R4_MC11g10563	58.81	58.81	0
MvSl-1064-A1-R4_MC03g05060	aAutosome	aAutosome	3	76	228	0	0	0	0.08385323	0.999958419	7.343186394	7.491880007	7.417653071	7.248724552	NON	NON	7.41753	7.33319	MvSl-1064-A2-R4_MC03g05337	59.32	59.32	0
MvSl-1064-A1-R4_MC09-2g09384	aAutosome	aAutosome	7	80.8571	566	0	0	0	0.083898883	0.999958419	6.521385779	6.356387644	6.379442918	6.334989976	NON	NON	6.43889	6.35722	MvSl-1064-A2-R4_MC09g09658	56.15	56.15	0
MvSl-1064-A1-R4_MC06g07027	aAutosome	aAutosome	1	80	80	0	0	0	0.083926138	0.999958419	6.345471315	6.642691022	6.586248558	6.227392375	NON	NON	6.49408	6.40682	MvSl-1064-A2-R4_MC06-1g07290	57.21	57.21	0
MvSl-1064-A1-R4_MC01-1g02225	aAutosome	aAutosome	3	80.6667	242	0	0.3334	1	0.084001192	0.999958419	7.626672381	7.640869168	7.65678449	7.434302958	NON	NON	7.63377	7.54554	MvSl-1064-A2-R4_MC01g02507	59.65	59.65	0
MvSl-1064-A1-R4_MC01-1g01893	aAutosome	aAutosome	2	78	156	0	0	0	0.084008383	0.999958419	6.49010125	6.34179544	6.345818434	6.321868038	NON	NON	6.41595	6.33384	MvSl-1064-A2-R4_MC01g02174	60.11	60.11	0
MvSl-1064-A1-R4_MC10-1g09611	aAutosome	aAutosome	1	46	46	0	0	0	0.084019484	0.999958419	3.330108692	3.421376064	3.1481685	3.425146417	NON	NON	3.37574	3.28666	MvSl-1064-A2-R4_MC10g09878	68.54	68.54	0
MvSl-1064-A1-R4_MC04-1g06057	aAutosome	aAutosome	3	93.3333	280	0	-0.3334	-1	0.084037191	0.999958419	6.06242432	6.210410683	6.129506597	5.975248036	NON	NON	6.13642	6.05238	MvSl-1064-A2-R4_MC04-2g06339	55.91	55.91	0
MvSl-1064-A1-R4_MC09-2g08954	aAutosome	aAutosome	1	76	76	0	0	0	0.08410887	0.999958419	7.794226797	8.005887972	7.896831094	7.738585027	NON	NON	7.90006	7.81771	MvSl-1064-A2-R4_MC09g09229	56.25	56.25	0
MvSl-1064-A1-R4_MC07g08122	aAutosome	aAutosome	5	124	620	0	0	0	0.084120841	0.999958419	5.298248777	5.468008928	5.479652857	5.098801439	NON	NON	5.38313	5.28923	MvSl-1064-A2-R4_MC07g08387	54.41	54.41	0
MvSl-1064-A1-R4_MC06g07247	aAutosome	aAutosome	1	0	0	0	0	0	0.084140092	0.999958419	4.053772818	3.865789833	3.624784164	4.09521284	NON	NON	3.95978	3.86	MvSl-1064-A2-R4_MC06-2g07512	57.11	57.11	0
MvSl-1064-A1-R4_MC02g04098	aAutosome	aAutosome	2	67.5	135	0	0	0	0.084141186	0.999958419	4.19050539	3.935476234	4.083044405	3.8793202	NON	NON	4.06299	3.98118	MvSl-1064-A2-R4_MC02g04376	58.76	58.76	0
MvSl-1064-A1-R4_MC12g10956	aAutosome	aAutosome	6	70	420	0	0	0	0.084168815	0.999958419	5.840383003	5.783575777	5.75563718	5.700250046	NON	NON	5.81198	5.72794	MvSl-1064-A2-R4_MC12g11219	56.99	56.99	0
MvSl-1064-A1-R4_MC03g05252	aAutosome	aAutosome	4	80.5	322	0	0	0	0.084184899	0.999958419	6.574754091	6.542564949	6.540270952	6.405879306	NON	NON	6.55866	6.47308	MvSl-1064-A2-R4_MC03g05529	55.72	55.72	0
MvSl-1064-A1-R4_MC06g07384	aAutosome	aAutosome	2	133	266	0	0	0	0.084296902	0.999958419	6.922591168	7.112322256	7.153704181	6.68037967	NON	NON	7.01746	6.91704	MvSl-1064-A2-R4_MC06-2g07649	56.69	56.69	0
MvSl-1064-A1-R4_MC09-2g09404	aAutosome	aAutosome	6	104.167	625	0	0	0	0.084298682	0.999958419	6.344526112	6.446948713	6.458730253	6.149689704	NON	NON	6.39574	6.30421	MvSl-1064-A2-R4_MC09g09678	56.03	56.03	0
MvSl-1064-A1-R4_MC12g11113	aAutosome	aAutosome	1	76	76	0	0	0	0.084345692	0.999958419	4.433885895	4.317466843	4.265382094	4.319732017	NON	NON	4.37568	4.29256	MvSl-1064-A2-R4_MC12g11376	56.63	56.63	0
MvSl-1064-A1-R4_MC12g11059	aAutosome	aAutosome	3	77	231	0	0	0	0.084493343	0.999958419	5.833662356	5.584145756	5.56562656	5.691349488	NON	NON	5.7089	5.62849	MvSl-1064-A2-R4_MC12g11322	55.36	55.36	0
MvSl-1064-A1-R4_MC14g11943	aAutosome	aAutosome	6	74.3333	446	0	0	0	0.084588528	0.999958419	7.815530032	7.913624708	7.831231659	7.728676233	NON	NON	7.86458	7.77995	MvSl-1064-A2-R4_MC14g12204	58.49	58.49	0
MvSl-1064-A1-R4_MC02g03744	aAutosome	aAutosome	2	145.5	291	0	0	0	0.084705305	0.999958419	5.78013832	6.656022701	6.628810271	5.584153308	NON	NON	6.21808	6.10648	MvSl-1064-A2-R4_MC02g04022	57.97	57.97	0
MvSl-1064-A1-R4_MC04-1g05623	aAutosome	aAutosome	8	88.875	711	0	0	0	0.084894061	0.999958419	7.885109767	7.871068805	7.847913269	7.736423286	NON	NON	7.87809	7.79217	MvSl-1064-A2-R4_MC04-1g05899	57.05	57.05	0
MvSl-1064-A1-R4_MC09-2g09534	aAutosome	aAutosome	5	72.6	363	0	0	0	0.084982806	0.999958419	6.085237224	6.240221672	6.151915854	6.00428676	NON	NON	6.16273	6.0781	MvSl-1064-A2-R4_MC09g09808	57.92	57.92	0
MvSl-1064-A1-R4_MC15g12086	aAutosome	aAutosome	2	81	162	0	0	0	0.08503613	0.999958419	6.942093019	6.912049406	7.037653793	6.615990417	NON	NON	6.92707	6.82682	MvSl-1064-A2-R4_MC15g12335	58.8	58.8	0
MvSl-1064-A1-R4_MC03g04751	aAutosome	aAutosome	6	68	408	0	0	0	0.085173601	0.999958419	7.465170554	7.864703346	7.791640111	7.364030538	NON	NON	7.66494	7.57784	MvSl-1064-A2-R4_MC03g05029	55.48	55.48	0
MvSl-1064-A1-R4_MC02g03905	aAutosome	aAutosome	6	112.333	674	0	0	0	0.085345017	0.999958419	8.990858061	8.337967633	8.327393238	8.855866246	NON	NON	8.66441	8.59163	MvSl-1064-A2-R4_MC02g04183	57.34	57.34	0
MvSl-1064-A1-R4_MC01-1g01915	aAutosome	aAutosome	4	73	292	0	0	0	0.08550826	0.999958419	5.817403909	5.881410371	5.808316354	5.719139752	NON	NON	5.84941	5.76373	MvSl-1064-A2-R4_MC01g02196	54.92	54.92	0
MvSl-1064-A1-R4_MC04-1g05413	aAutosome	aAutosome	1	0	0	0	0	0	0.085514835	0.999958419	4.198897261	4.462781998	4.143936729	4.352363497	NON	NON	4.33084	4.24815	MvSl-1064-A2-R4_MC04-1g05690	61.03	61.03	0
MvSl-1064-A1-R4_MC01-2g03020	aAutosome	aAutosome	6	74.6667	448	0	0	0	0.085547025	0.999958419	4.35723214	4.707212725	4.510528188	4.403085649	NON	NON	4.53222	4.45681	MvSl-1064-A2-R4_MC01g03302	57.27	57.27	0
MvSl-1064-A1-R4_MC08g08512	aAutosome	aAutosome	4	79.75	319	0	0	0	0.085553055	0.999958419	5.918679621	6.327054133	6.272718669	5.79112863	NON	NON	6.12287	6.03192	MvSl-1064-A2-R4_MC08-1g08777	54.35	54.35	0
MvSl-1064-A1-R4_MC11g10537	aAutosome	aAutosome	5	89.8	449	0	0	0	0.085696136	0.999958419	6.491809762	6.661908576	6.448960122	6.53728358	NON	NON	6.57686	6.49312	MvSl-1064-A2-R4_MC11g10799	54.79	54.79	0
MvSl-1064-A1-R4_MC03g04990	aAutosome	aAutosome	1	0	0	0	0	0	0.085702357	0.999958419	0.667959508	0.926980603	0.80036376	0.641031669	NON	NON	0.79747	0.720698	MvSl-1064-A2-R4_MC03g05267	53.01	53.01	0
MvSl-1064-A1-R4_MC02g03820	aAutosome	aAutosome	2	116.5	233	0	0	0	0.085730753	0.999958419	4.983057513	4.978810473	4.778786043	5.003399812	NON	NON	4.98093	4.89109	MvSl-1064-A2-R4_MC02g04098	53.89	53.89	0
MvSl-1064-A1-R4_MC12g11136	aAutosome	aAutosome	1	0	0	0	0	0	0.085770119	0.999958419	3.202376155	2.590727906	2.698376186	2.975200748	NON	NON	2.89655	2.83679	MvSl-1064-A2-R4_MC12g11399	55.06	55.06	0
MvSl-1064-A1-R4_MC10-2g09930	aAutosome	aAutosome	6	100.167	601	0	0	0	0.085787339	0.999958419	5.672774823	6.140467773	5.95358637	5.716635369	NON	NON	5.90662	5.83511	MvSl-1064-A2-R4_MC10g10194	52.73	52.73	0
MvSl-1064-A1-R4_MC06g07246	aAutosome	aAutosome	1	95	95	0	0	0	0.085799541	0.999958419	5.274624379	5.473039287	5.372412483	5.206247305	NON	NON	5.37383	5.28933	MvSl-1064-A2-R4_MC06-2g07511	53.77	53.77	0
MvSl-1064-A1-R4_MC07g07635	aAutosome	aAutosome	2	69	138	0	0	0	0.085825958	0.999958419	4.80485853	4.933302904	4.909480105	4.64881304	NON	NON	4.86908	4.77915	MvSl-1064-A2-R4_MC07g07900	53.21	53.21	0
MvSl-1064-A1-R4_MC08g08676	aAutosome	aAutosome	4	52.25	209	0	0	0	0.085850599	0.999958419	7.187963688	7.168184459	7.0550981	7.128586182	NON	NON	7.17807	7.09184	MvSl-1064-A2-R4_MC08-1g08941	57.81	57.81	0
MvSl-1064-A1-R4_MC05-3g06663	aAutosome	aAutosome	2	66.5	133	1	-13.5	53	0.085871075	0.999958419	2.811707768	2.764906201	2.559996687	2.834455465	NON	NON	2.78831	2.69723	MvSl-1064-A2-R4_MC05g06926	56.63	56.75	-0.12
MvSl-1064-A1-R4_MC11g10593	aAutosome	aAutosome	7	91.2857	639	0	0	0	0.085976471	0.999958419	5.760429691	6.027613627	5.882779058	5.742717042	NON	NON	5.89402	5.81275	MvSl-1064-A2-R4_MC11g10857	56.57	56.57	0
MvSl-1064-A1-R4_MC10-1g09818	aAutosome	aAutosome	4	92	368	0	0	0	0.0860254	0.999958419	6.647834171	6.578015841	6.567616293	6.486001909	NON	NON	6.61293	6.52681	MvSl-1064-A2-R4_MC10g10085	53.08	53.08	0
MvSl-1064-A1-R4_MC03g04471	aAutosome	aAutosome	2	88	176	0	0	0	0.086074086	0.999958419	7.631330206	8.174658967	8.083030192	7.55346469	NON	NON	7.90299	7.81825	MvSl-1064-A2-R4_MC03g04749	59.86	59.86	0
MvSl-1064-A1-R4_MC08g08404	aAutosome	aAutosome	2	97	194	0	0	0	0.086114415	0.999958419	5.12412738	5.258685165	5.134332696	5.07943966	NON	NON	5.19141	5.10689	MvSl-1064-A2-R4_MC08-1g08669	57.14	57.14	0
MvSl-1064-A1-R4_MC09-2g09196	aAutosome	aAutosome	1	77	77	0	0	0	0.086200838	0.999958419	6.84985118	6.600408869	6.573162094	6.712156469	NON	NON	6.72513	6.64266	MvSl-1064-A2-R4_MC09g09471	61.02	61.02	0
MvSl-1064-A1-R4_MC04-1g05440	aAutosome	aAutosome	6	96.8333	581	0	0	0	0.086219874	0.999958419	5.967384603	5.858528006	5.856867835	5.798252265	NON	NON	5.91296	5.82756	MvSl-1064-A2-R4_MC04-1g05717	52.22	52.22	0
MvSl-1064-A1-R4_MC04-1g05885	aAutosome	aAutosome	4	121.25	485	0	0	0	0.086318388	0.999958419	6.893804535	7.186674916	7.10236966	6.805260514	NON	NON	7.04024	6.95382	MvSl-1064-A2-R4_MC04-1g06161	56.55	56.55	0
MvSl-1064-A1-R4_MC01-1g02367	aAutosome	aAutosome	1	77	77	0	0	0	0.086491483	0.999958419	5.23232731	5.57169381	5.392940709	5.255386798	NON	NON	5.40201	5.32416	MvSl-1064-A2-R4_MC01g02649	58.38	58.38	0
MvSl-1064-A1-R4_MC07g08168	aAutosome	aAutosome	2	82	164	0	0	0	0.086528817	0.999958419	7.432184008	7.29716199	7.199245606	7.356006934	NON	NON	7.36467	7.27763	MvSl-1064-A2-R4_MC07g08433	54.24	54.24	0
MvSl-1064-A1-R4_MC09-2g09323	aAutosome	aAutosome	4	82.5	330	0	0	0	0.086546801	0.999958419	6.58839228	6.835345975	6.716620134	6.539410784	NON	NON	6.71187	6.62802	MvSl-1064-A2-R4_MC09g09597	57.96	57.96	0
MvSl-1064-A1-R4_MC01-1g02546	aAutosome	aAutosome	7	123.571	865	0	0	0	0.086581295	0.999958419	9.6407456	9.169259079	9.16747102	9.48976938	NON	NON	9.405	9.32862	MvSl-1064-A2-R4_MC01g02828	59.01	59.01	0
MvSl-1064-A1-R4_MC01-1g02092	aAutosome	aAutosome	8	77.25	618	0	0	0	0.086641217	0.999958419	5.922485094	5.922441393	5.85913955	5.812394871	NON	NON	5.92246	5.83577	MvSl-1064-A2-R4_MC01g02373	52.94	52.94	0
MvSl-1064-A1-R4_MC05-1g06186	aAutosome	aAutosome	4	88	352	0	0	0	0.086871252	0.999958419	5.668249108	5.827442439	5.675406713	5.651258986	NON	NON	5.74785	5.66333	MvSl-1064-A2-R4_MC05g06458	55.96	55.96	0
MvSl-1064-A1-R4_MC01-1g02834	aAutosome	aAutosome	9	113.667	1023	0	0	0	0.086906057	0.999958419	9.689482475	9.761354022	9.587451312	9.688712811	NON	NON	9.72542	9.63808	MvSl-1064-A2-R4_MC01g03116	55.68	55.68	0
MvSl-1064-A1-R4_MC02g03615	aAutosome	aAutosome	12	72	864	0	0	0	0.08698536	0.999958419	6.885380327	6.857314139	6.852235395	6.713413097	NON	NON	6.87135	6.78282	MvSl-1064-A2-R4_MC02g03893	56.24	56.24	0
MvSl-1064-A1-R4_MC03g04983	aAutosome	aAutosome	2	87.5	175	0	0	0	0.087022805	0.999958419	5.941363328	6.191206725	6.111515726	5.846011154	NON	NON	6.06629	5.97876	MvSl-1064-A2-R4_MC03g05260	58.21	58.21	0
MvSl-1064-A1-R4_MC09-2g08990	aAutosome	aAutosome	5	87.8	439	0	0	0	0.087084714	0.999958419	6.420046631	6.483966786	6.460227494	6.26387127	NON	NON	6.45201	6.36205	MvSl-1064-A2-R4_MC09g09265	59.42	59.42	0
MvSl-1064-A1-R4_MC08g08634	aAutosome	aAutosome	4	69.5	278	0	0	0	0.087141528	0.999958419	7.586861396	7.283387525	7.175743546	7.516148189	NON	NON	7.43512	7.34595	MvSl-1064-A2-R4_MC08-1g08899	57.43	57.43	0
MvSl-1064-A1-R4_MC08g08375	aAutosome	aAutosome	2	89.5	179	0	0	0	0.087144432	0.999958419	4.737329657	5.128715095	4.95266892	4.760012405	NON	NON	4.93302	4.85634	MvSl-1064-A2-R4_MC08-1g08640	55.86	55.86	0
MvSl-1064-A1-R4_MC04-1g05371	aAutosome	aAutosome	3	99	297	0	0	0	0.08727019	0.999958419	6.148342169	6.47396478	6.296381891	6.167220342	NON	NON	6.31115	6.2318	MvSl-1064-A2-R4_MC04-1g05648	54.71	54.71	0
MvSl-1064-A1-R4_MC02g04122	aAutosome	aAutosome	31	85.0323	2636	0	0	0	0.08733571	0.999958419	3.756878349	3.940327365	4.031604177	3.437365657	NON	NON	3.8486	3.73448	MvSl-1064-A2-R4_MC02g04400	53.43	53.43	0
MvSl-1064-A1-R4_MC15g12070	aAutosome	aAutosome	4	71.75	287	0	0	0	0.087345499	0.999958419	5.178180785	5.191098694	5.205691966	4.980618954	NON	NON	5.18464	5.09316	MvSl-1064-A2-R4_MC15g12319	55	55	0
MvSl-1064-A1-R4_MC07g08170	aAutosome	aAutosome	2	100	200	0	0	0	0.087396367	0.999958419	7.318367952	8.093148437	7.983462192	7.268522378	NON	NON	7.70576	7.62599	MvSl-1064-A2-R4_MC07g08435	55.82	55.82	0
MvSl-1064-A1-R4_MC08g08791	aAutosome	aAutosome	1	0	0	0	0	0	0.087470853	0.999958419	3.897565063	3.743451506	3.65124305	3.815217631	NON	NON	3.82051	3.73323	MvSl-1064-A2-R4_MC08-2g09072	64.87	64.87	0
MvSl-1064-A1-R4_MC04-1g05491	aAutosome	aAutosome	1	81	81	0	0	0	0.087773765	0.999958419	5.11528775	4.657998243	4.656118554	4.96170874	NON	NON	4.88664	4.80891	MvSl-1064-A2-R4_MC04-1g05768	55.32	55.32	0
MvSl-1064-A1-R4_MC03g04809	aAutosome	aAutosome	4	78	312	0	0	0	0.087796254	0.999958419	5.782931988	5.691626101	5.658550142	5.642050009	NON	NON	5.73728	5.6503	MvSl-1064-A2-R4_MC03g05087	59.92	59.92	0
MvSl-1064-A1-R4_MC06g07371	aAutosome	aAutosome	5	75.8	379	0	0	0	0.087942715	0.999958419	7.014004042	6.997735572	6.875987375	6.95884582	NON	NON	7.00587	6.91742	MvSl-1064-A2-R4_MC06-2g07636	57.4	57.4	0
MvSl-1064-A1-R4_MC07g07594	aAutosome	aAutosome	6	84.3333	506	0	0	0	0.087985476	0.999958419	5.513697415	5.695935256	5.632226156	5.398192318	NON	NON	5.60482	5.51521	MvSl-1064-A2-R4_MC07g07859	58.06	58.06	0
MvSl-1064-A1-R4_A1g00369	dRed	NRR	5	75.8	379	0	0	0	0.088019809	0.999958419	6.983362633	7.208454582	7.064972384	6.957785847	NON	NON	7.09591	7.01138	MvSl-1064-A2-R4_A2g00126	56.46	56.46	0
MvSl-1064-A1-R4_MC02g03260	aAutosome	aAutosome	8	85.75	686	0	0	0	0.088091802	0.999958419	6.336942106	6.301831449	6.290502372	6.169968968	NON	NON	6.31939	6.23024	MvSl-1064-A2-R4_MC02g03540	53.51	53.51	0
MvSl-1064-A1-R4_MC11g10589	aAutosome	aAutosome	1	0	0	0	0	0	0.088108962	0.999958419	5.77031766	6.263634739	6.197512883	5.651258986	NON	NON	6.01698	5.92439	MvSl-1064-A2-R4_MC11g10853	54.59	54.59	0
MvSl-1064-A1-R4_MC05-2g06384	aAutosome	aAutosome	2	151.5	303	0	0	0	0.088127988	0.999958419	7.41562855	7.812742582	7.729362006	7.32139984	NON	NON	7.61419	7.52538	MvSl-1064-A2-R4_MC05g06658	58.68	58.68	0
MvSl-1064-A1-R4_MC10-1g09690	aAutosome	aAutosome	2	82.5	165	0	0	0	0.088159357	0.999958419	6.399259884	6.496372562	6.38733455	6.333356246	NON	NON	6.44782	6.36035	MvSl-1064-A2-R4_MC10g09957	59.57	59.57	0
MvSl-1064-A1-R4_MC08g08266	aAutosome	aAutosome	6	85.6667	514	0	0	0	0.08843084	0.999958419	6.14617406	6.359107327	6.201994315	6.133821766	NON	NON	6.25264	6.16791	MvSl-1064-A2-R4_MC08-1g08531	54.84	54.84	0
MvSl-1064-A1-R4_MC02g03209	aAutosome	aAutosome	4	222.5	890	0	0	0	0.08843668	0.999958419	7.523962793	7.32987869	7.409151004	7.271084789	NON	NON	7.42692	7.34012	MvSl-1064-A2-R4_MC02g03489	59.19	59.19	0
MvSl-1064-A1-R4_MC01-1g02348	aAutosome	aAutosome	6	92	552	0	0	0	0.08847171	0.999958419	6.606641103	6.235295755	6.564835377	6.084172015	NON	NON	6.42097	6.3245	MvSl-1064-A2-R4_MC01g02630	58.9	58.9	0
MvSl-1064-A1-R4_MC07g08158	aAutosome	aAutosome	4	105	420	0	0	0	0.088629536	0.999958419	6.412850378	6.352753407	6.276122985	6.31277697	NON	NON	6.3828	6.29445	MvSl-1064-A2-R4_MC07g08423	52.05	52.05	0
MvSl-1064-A1-R4_MC05-3g06677	aAutosome	aAutosome	2	86.5	173	0	0	0	0.088662411	0.999958419	5.767499435	5.745280139	5.735993961	5.596464977	NON	NON	5.75639	5.66623	MvSl-1064-A2-R4_MC05g06940	57.78	57.78	0
MvSl-1064-A1-R4_MC07g08204	aAutosome	aAutosome	2	125.5	251	0	0	0	0.08871183	0.999958419	5.234369826	4.724189337	4.019468286	5.46088575	NON	NON	4.97928	4.74018	MvSl-1064-A2-R4_MC07g08469	56.8	56.8	0
MvSl-1064-A1-R4_MC09-2g09194	aAutosome	aAutosome	2	90.5	181	0	0	0	0.088784847	0.999958419	4.734446184	4.848103369	4.536309842	4.854164833	NON	NON	4.79127	4.69524	MvSl-1064-A2-R4_MC09g09469	62.01	62.01	0
MvSl-1064-A1-R4_MC09-2g09510	aAutosome	aAutosome	9	106.444	958	0	0	0	0.088810583	0.999958419	6.496923192	6.611856504	6.506612415	6.425947759	NON	NON	6.55439	6.46628	MvSl-1064-A2-R4_MC09g09784	57.2	57.2	0
